   0m__15m 
  -0.011178 ,  -0.051027, -0.079176 
  -0.010985 ,  -0.051782, -0.071891 
  -0.010785 ,  -0.052114, -0.057395 
  -0.010576 ,  -0.052016, -0.037516 
  -0.010360 ,  -0.051488, -0.014718 
  -0.010137 ,  -0.050535, 0.008220 
  -0.009907 ,  -0.049166, 0.028555 
  -0.009670 ,  -0.047394, 0.043932 
  -0.009428 ,  -0.045239, 0.052670 
  -0.009180 ,  -0.042721, 0.053962 
  -0.008926 ,  -0.039869, 0.047945 
  -0.008668 ,  -0.036710, 0.035653 
  -0.008406 ,  -0.033280, 0.018850 
  -0.008139 ,  -0.029613, -0.000233 
  -0.007869 ,  -0.025748, -0.019209 
  -0.007596 ,  -0.021725, -0.035847 
  -0.007320 ,  -0.017585, -0.048358 
  -0.007041 ,  -0.013372, -0.055598 
  -0.006761 ,  -0.009128, -0.057175 
  -0.006479 ,  -0.004895, -0.053439 
  -0.006197 ,  -0.000716, -0.045378 
  -0.005913 ,  0.003369, -0.034420 
  -0.005630 ,  0.007320, -0.022199 
  -0.005346 ,  0.011101, -0.010292 
  -0.005063 ,  0.014678, -0.000000 
  -0.004782 ,  0.018018, 0.007822 
  -0.004501 ,  0.021095, 0.012851 
  -0.004222 ,  0.023882, 0.015290 
  -0.003946 ,  0.026360, 0.015780 
  -0.003672 ,  0.028512, 0.015248 
  -0.003400 ,  0.030326, 0.014713 
  -0.003132 ,  0.031793, 0.015094 
  -0.002868 ,  0.032910, 0.017041 
  -0.002607 ,  0.033677, 0.020818 
  -0.002351 ,  0.034099, 0.026265 
  -0.002099 ,  0.034184, 0.032824 
  -0.001852 ,  0.033945, 0.039636 
  -0.001610 ,  0.033398, 0.045691 
  -0.001374 ,  0.032563, 0.049996 
  -0.001143 ,  0.031461, 0.051736 
  -0.000918 ,  0.030118, 0.050408 
  -0.000699 ,  0.028561, 0.045900 
  -0.000487 ,  0.026820, 0.038504 
  -0.000281 ,  0.024925, 0.028868 
  -0.000082 ,  0.022907, 0.017890 
  0.000110 ,  0.020798, 0.006578 
  0.000296 ,  0.018630, -0.004100 
